UserID,ISBN,Rating
6,7268765501,5
6,1529141729,7
6,5493738796,4
6,1156676264,6
6,8959904566,2
6,3382347407,5
6,2784038254,10
6,9274030234,7
6,6079876230,7
6,1942016849,10
6,4075554806,6
6,9147353324,3
6,6594461882,3
6,7144796169,5
6,3785226462,8
6,8080799097,8
6,8056986215,5
6,7094039864,6
6,2593405834,2
6,8611846984,2
6,3101725685,9
6,2019653482,5
6,5127001281,5
6,8146653969,8
6,6295750308,5
6,9779989819,10
6,5004907109,3
6,6545189823,10
6,4896637576,1
6,9591429977,7
6,6013496498,7
6,7996585406,4
6,1632083927,6
6,1552165088,10
6,9713688785,6
6,6033056979,7
6,6403626028,8
6,7746255673,9
6,9888755338,6
6,3114164603,4
6,3947820598,2
6,6691623494,1
6,1842485416,2
6,9200024938,5
6,5087829590,9
6,6118055966,8
6,3282078262,7
6,5207787130,1
6,2661633071,4
6,9641858055,7
6,9283346389,9
6,5580005583,6
7,8506024153,8
7,7077427618,3
7,4029850561,8
7,8920425463,3
7,6301270660,3
7,2703887005,7
7,4895747526,1
7,4934142552,3
7,6325967249,4
7,7211337241,9
8,3364803616,10
8,3600796114,8
8,1876394240,1
8,5228531540,7
8,5239885117,7
8,4690950399,9
8,4564323217,1
8,2038551399,8
8,8727864531,5
8,8628092317,6
8,8510344168,2
8,6567135379,4
8,5235042829,9
8,2735558289,6
8,4245129418,1
8,2598947220,8
8,3742807827,1
8,4953725246,1
8,4934852690,3
8,1714198852,3
8,5470400667,1
8,1429664768,1
8,6065913103,9
8,6308895624,8
8,4943290744,5
8,2325620416,7
8,8912512685,2
8,9920456205,9
8,7709166364,8
8,8846158638,3
9,9882044357,7
9,1807621640,9
9,8258954904,9
9,4619162609,5
10,1335835773,7
10,1520198797,9
10,7268612981,9
10,8837569057,10
10,1091613618,8
10,6263967233,5
10,3851692217,8
10,8208600075,2
10,8963360013,3
10,8996656654,1
10,4462767578,9
10,8641055586,2
10,7841858899,9
10,6113568502,6
10,2866310262,3
10,8966942925,7
10,9233980828,8
10,4794414747,1
10,5065244724,6
10,1006005240,7
10,7276553659,6
10,3454395253,4
10,5910784540,3
10,4669482239,2
10,7064794584,1
10,5896067366,6
10,8310545569,8
10,1052367569,8
10,8826138952,9
10,9352687652,2
10,5908907679,10
10,3041309078,2
10,3116020068,3
10,7699312592,8
10,4851772848,2
10,7177619956,5
10,7348630028,7
10,8766846109,4
10,5227455251,4
10,6594717160,7
10,6614200052,8
10,6055991982,2
10,9021014315,5
10,7539773759,1
10,9074622551,5
11,1101353832,10
11,2088867360,3
11,4636240214,7
11,1653778512,4
11,1351024615,3
11,2689053912,2
11,8415229489,8
11,6378223512,2
11,7362963439,2
11,5022609448,7
11,1494851811,7
11,1676676068,1
11,9632527244,4
11,6067238299,9
11,8051897567,4
11,6923438656,1
11,3728833960,1
11,3196164163,5
11,9598821920,5
11,4142155725,4
11,7334353303,9
11,5993176122,5
11,8115839991,6
11,1850472194,3
11,4562558617,7
11,2314531455,1
11,1080749085,6
11,2466563852,1
11,1717602983,3
11,7129312973,4
11,2631903655,4
11,5772659455,2
11,8643032109,5
11,9278114256,4
11,5347529271,3
11,3947351454,6
11,8518394094,2
11,6801669417,2
11,2153453719,1
11,3151997828,4
11,4385531864,9
11,2527795405,9
11,5284405717,3
11,3804929891,6
11,2374784303,2
11,8706438902,8
11,5042236767,1
11,4085203293,8
11,9591429977,5
11,7841789022,3
11,2262376766,6
12,9479536470,7
12,2673168547,8
12,4405231226,10
12,2277427262,3
12,2088867360,1
12,5611931347,6
12,5870547870,4
12,5251261064,10
12,8169134062,1
12,2862651705,7
12,8127466623,3
12,8487316676,2
12,5820956006,9
12,2278485488,1
12,8978193312,8
12,2409659782,8
12,3790395830,1
12,1924374997,4
12,2947900989,4
12,8541599939,8
12,2475354725,5
12,1502256618,9
12,4212139566,3
12,8840255489,9
12,6285512736,10
12,7126304272,9
12,8400242533,6
12,4003915536,10
12,4063432576,6
12,3024158683,1
12,6353753021,10
12,2259309396,1
12,3423889510,10
12,6028998031,5
12,5603714181,3
12,6295750308,9
12,1473643574,5
12,4533322773,4
12,9967195998,1
12,7316632974,1
12,8868357852,5
12,2338623910,7
12,7318886625,10
12,9111238513,8
12,9074817520,4
12,1893997994,3
12,5933543315,7
12,9085443502,1
12,2601430137,7
12,6610904798,1
12,6685430556,1
12,7472601131,1
12,2071329518,7
12,4234802200,10
12,1126457642,9
12,1380934944,2
12,6700044390,5
12,7005780062,7
12,9149283259,6
12,9431723629,9
12,8078728501,2
12,2153388975,1
12,9402460655,2
12,2582273152,4
12,4710495629,8
12,5207831271,8
12,2409877215,3
12,9293963706,4
12,8553979572,9
12,1084035332,9
12,3312523247,9
12,2551114641,6
12,7085136776,2
12,9073219935,7
12,3131528288,4
12,4047026450,4
12,1871847162,1
12,4462767578,3
13,8641055586,10
13,9352840455,6
13,4852946233,7
13,8374244814,7
13,5935999902,5
13,2463059833,10
13,6791355329,4
13,1965558266,3
13,7785383364,6
13,3174780948,6
13,8251033991,7
13,7075459913,3
13,6444460548,4
13,2691586002,6
13,9564948709,5
13,2264809562,8
13,9548350030,5
13,1642909945,1
13,3921929027,8
13,9519090098,4
13,6401512080,3
13,9138174959,7
13,9051848828,7
13,2047070369,9
13,5791725885,5
13,5336810063,2
13,1787912274,10
13,9111016805,9
13,5667688170,6
13,9989834628,5
13,6636796845,8
13,4690950399,1
13,2721779022,3
13,7813204325,6
13,9974180053,8
13,4100539873,10
13,1421328543,9
13,4199709092,1
13,7087744887,1
13,4845353413,6
13,6048266934,4
13,3618552646,4
13,7822325517,4
13,8076245950,5
13,6290448868,5
13,4721930358,9
13,2726438189,7
13,6325967249,8
13,5938234637,2
13,8854399438,1
13,6832930958,3
13,6067505700,7
13,1850446681,3
13,2062116300,5
13,3944765459,1
13,2070860334,3
13,3715413309,2
13,4594275670,1
13,7980547254,6
13,6894251109,8
13,5672310589,3
13,1001549968,9
13,6721318243,1
13,3036199045,5
13,9808949821,8
13,5250988421,6
13,1305313197,9
13,2260817619,6
13,8431845246,10
13,2745620441,3
13,6808291426,1
13,3817080695,10
13,4344185920,1
13,9888755338,2
13,1318898118,9
13,7170748543,8
13,2658391039,10
13,7193848437,6
13,2166558661,7
13,9434746543,6
14,6370261819,8
14,9932560240,4
14,6438716938,7
14,6381857699,5
14,4947663894,10
14,1214969993,5
14,9795479747,8
14,8967636520,7
14,9464081584,6
14,4197900645,10
14,4643315587,7
14,1561592874,5
14,7137400533,3
14,9703284833,1
14,7726631483,8
14,9860650934,10
14,1240977803,4
14,9568637995,9
14,4884392484,10
14,3894423099,10
14,2720504092,6
14,1957075308,5
14,6799692573,10
14,2314003671,2
14,5696805541,3
14,9386203564,1
14,6112800713,8
14,2521619924,10
14,9754131048,2
14,6347099769,6
14,5937733266,7
14,6794598265,4
14,8181930764,6
14,7092200784,10
14,3647351323,1
14,9448254853,2
14,8679301780,1
14,8581927300,9
14,3638323007,4
14,2035494259,9
14,7153342430,10
14,2409455659,4
14,2169852188,3
14,8550358697,4
14,5468926802,4
14,5989928182,2
14,8816860678,5
14,3883806153,8
14,4973432331,4
14,4586038989,7
14,4373614495,3
14,4723310035,2
14,2184872949,3
14,9709657323,8
14,9357037403,9
14,6383263065,8
14,4142155725,3
14,1390158486,4
14,3216156365,3
14,6884442943,3
14,1587277433,9
14,7745826709,2
14,5915928938,1
14,4062473245,9
14,9917847277,2
14,2103151816,1
14,4159356837,6
14,1264056725,2
14,5308926369,1
14,2933034599,3
14,5855372363,9
15,7372387313,1
15,7124887689,2
15,2722844354,4
15,7477555783,10
15,4714485713,8
15,3288736539,6
15,9448254853,1
15,1221007842,2
15,3418152499,10
15,5522345296,3
15,6792522803,7
15,1840134391,3
15,8095381019,2
15,9258634450,4
15,9943976426,10
15,6529408164,1
15,9752032281,8
15,6878692757,1
15,9896637169,9
15,6348896762,3
15,8816860678,1
15,2406704854,8
15,4175724687,10
15,1724363695,4
15,4129533338,8
15,8046925621,10
15,9002398408,10
15,9052887446,2
15,1456778300,7
15,9186370180,8
15,6283467957,10
15,1105989078,6
15,2772787280,1
15,8290764420,7
15,2042905617,2
15,3402877804,9
15,3022075336,4
15,4227821153,2
15,3723074233,9
15,4891313456,10
15,2843606325,4
15,2900928227,5
15,2515618961,2
15,7682202982,6
15,2188875974,6
15,3323963873,10
15,3511633479,1
15,1156676264,9
15,2212399914,7
15,1963311478,1
15,8707996044,9
15,3958514511,1
15,3130351432,10
15,6637746257,7
15,3099765432,10
15,2762596549,10
15,2841053377,10
15,3927607676,3
15,1562835369,7
15,3564726031,2
15,6204430688,2
15,6034749008,5
15,3983913377,7
15,1678580582,4
15,5190655464,5
15,2945439822,1
15,4995052596,6
15,5472584411,6
15,9229699754,1
15,7626675563,4
15,8128854507,8
15,9632977149,7
15,9840674264,7
15,8051689611,6
15,5791725885,2
15,9041208011,5
15,8963741228,9
15,9027098496,3
15,6136782037,3
15,1702014151,2
15,2355862726,7
15,7455116776,5
15,7054762975,5
16,8531453745,1
16,5098382068,4
16,2843641921,1
16,2765751176,6
16,4792864111,10
16,9626889543,10
17,8808795897,10
17,6586929879,4
17,8996656654,7
17,6978735136,4
17,3252707558,10
17,1161187500,3
17,4338420610,7
17,5561993332,6
17,1143058067,5
17,1034907373,9
17,4808627401,1
17,8770809753,2
17,7175417788,5
17,6514396089,5
17,1722986886,2
17,1554468765,10
17,6185321190,8
17,5857270973,2
17,6658305435,1
17,8707898950,5
18,2019653482,5
18,5479518463,8
18,9643274293,10
18,3792382667,7
18,1227995409,5
18,9736228643,5
18,7130116833,10
18,4774181738,1
18,1818607777,8
18,3983856866,8
18,3451974152,6
18,9099552097,9
18,9496883793,9
18,9304809727,3
18,2922906177,4
18,3229838495,8
18,7893905088,4
18,3796527629,2
19,4539251129,1
19,8070519110,1
19,4512347705,5
19,9222378620,7
19,3816771258,4
19,2597863604,2
19,6785267539,9
19,1129046985,8
19,7982183416,2
19,8568884406,9
19,8795640911,8
19,5905069117,5
19,4891313456,5
19,3735841338,6
19,6532291579,9
19,8434023328,1
19,8992301216,4
19,3501256099,4
19,1129635653,1
19,4110281089,7
19,4504970264,3
19,3271771451,3
19,7696947806,4
19,2353454303,9
19,3282410857,1
19,2782989468,5
19,3064206563,1
19,3227597692,7
19,7200426579,7
19,8555817475,10
19,1540946955,2
19,2857598302,9
19,1624856827,4
19,5918104350,5
19,3838362251,9
19,2564328062,5
19,2076285449,8
19,1192772123,8
19,3667481105,6
19,5158543448,5
19,6734206156,5
19,7741423880,3
19,2809939338,7
19,8137957961,10
19,4739264367,1
19,9615849349,6
19,5473231257,9
19,4457107079,7
19,5373728755,10
19,7597209084,6
19,5334624630,3
19,7330473928,8
19,3971273878,6
19,3307980476,5
19,3697326406,2
19,7903133901,4
19,5697464649,10
19,4756119170,5
19,6846274999,6
19,5126959312,10
19,9200841695,4
19,4887301425,7
19,5104841788,9
19,4137979941,1
19,7599354970,10
19,9209571700,9
19,8189017611,2
19,4829757917,3
19,2395151427,5
19,2803173309,2
19,7904810841,9
19,3682596555,9
19,2930570769,5
19,3126597755,3
19,8792164103,6
19,9976900219,5
19,4852946233,5
19,6629915629,7
19,9352687652,9
19,6410554781,5
19,8813952971,9
19,4939090580,4
19,6654820587,9
19,7099627341,7
19,8924353007,1
20,1603894401,7
20,9921578187,6
20,5097703741,8
20,9664444061,7
20,1826437378,6
20,9812550708,2
20,5592913143,1
20,7837471780,5
20,4810987669,1
20,8561444086,10
20,9230770995,6
20,2267550443,5
20,9816686136,4
20,9083000962,2
20,3485405904,8
20,6287936637,1
20,3618883085,4
20,6068901114,2
20,8633856414,9
20,9259763567,2
20,9580828333,7
20,3852956125,3
20,3535651560,1
20,5030958886,3
20,6686254753,9
20,4709074042,5
20,7452185996,3
20,6015940649,1
20,1984236361,7
20,5265580914,5
20,6332778496,3
20,5846953026,5
20,3349831613,8
20,1928054868,4
20,8353123596,9
20,6053448878,4
20,4537099070,2
20,3869326632,9
20,1572195126,5
20,9709273177,7
20,2062116300,2
20,4028257500,1
20,8973387570,4
20,1524833798,2
20,4790121441,5
20,6374457206,2
20,4501862854,5
20,2197948665,2
20,4168592751,3
20,4381135041,3
20,6462082551,7
20,2367392887,1
20,5413668813,7
20,1996186748,8
20,7135537707,9
20,3092093876,5
20,2110887072,7
20,3939941444,8
20,1242058326,7
20,5798342619,9
21,4043355107,3
21,9288637753,8
21,4841617872,10
21,4480150358,9
21,5319878231,2
21,5007637993,4
21,3801259569,9
21,6509432084,8
21,9074606487,7
21,4462767578,1
21,2230598483,7
21,4865516262,8
21,4353924995,5
21,3657292697,3
21,3781570923,8
21,9007180529,7
21,8393543905,1
21,4672803919,2
21,5406850299,8
21,2156854598,2
21,7167368745,5
21,1518234640,10
21,9779029369,6
21,2387854482,1
21,8881581529,3
21,4647287345,10
21,8754107033,6
21,9912105147,6
21,3654670925,9
21,5084952382,6
21,6823295505,7
21,5345376824,7
21,9380665974,6
21,3876143043,9
21,4410548092,2
21,4331770665,6
21,1029005602,9
21,4698184687,6
21,7956856372,5
21,1886003935,6
21,2515365093,1
21,8490721235,5
21,4140565291,2
21,8463183831,10
21,9206362289,4
21,6647257199,10
21,8653918462,9
21,5193959997,3
21,6894251109,6
21,4385775620,8
21,8550358697,5
21,9411967180,2
21,9934305126,4
21,8107903749,2
21,4983971190,6
21,5705347526,6
21,4582119324,2
21,6966050811,8
21,4917246356,10
21,7290155857,5
21,9812550708,7
21,2534469634,6
21,2041745753,8
21,8741271841,3
21,2932725076,3
21,1132070032,2
21,3344741726,10
21,7099627341,7
21,8633521091,8
21,9393424155,8
21,1066584493,10
21,3432743184,8
21,1207909818,4
21,1528888111,2
21,9466116134,2
21,8444315215,6
21,4910145813,10
21,3202151993,3
21,4089221276,8
21,1912840504,1
21,2033540101,9
21,6165692029,10
21,9277459607,8
22,3913511732,8
22,8618066164,5
22,2597863604,5
22,7143384400,3
22,6594462976,10
22,1506101335,9
22,2810747884,2
22,7303955566,9
22,8360306815,6
22,5772659455,6
22,7520432483,2
22,9168585683,2
22,8418491596,7
22,8579475187,8
22,7198644978,3
22,2917979175,1
22,1577237931,8
22,5336810063,5
22,9324271931,10
22,6820516672,10
22,1816575003,8
22,5274256060,10
22,7293297568,8
22,7712998759,5
22,5347529271,2
22,7056301819,3
22,3467807396,6
22,8844611394,3
22,3994780386,3
22,7928783159,4
22,5317470900,1
22,1342277786,10
22,4845048641,2
22,5504192069,9
22,8369416878,2
22,9914672968,2
22,2663354992,6
22,2200044248,6
22,4441099594,9
22,1475242112,10
22,9006205331,10
22,7623778612,4
22,7955332808,5
22,8379730344,7
22,8137957961,5
22,1742704813,6
22,6977381421,3
22,1326760128,9
22,7600532155,10
22,2016636316,10
22,2725798384,7
23,8935056557,1
23,2190823559,4
23,6959741954,8
23,9572511605,5
23,9897843876,4
23,4143473951,5
23,5847742223,7
23,5154330727,8
23,7559822429,3
23,8897427258,6
23,3665727945,6
23,4123488771,7
23,3553504785,7
23,5960735992,2
23,8679598206,6
23,3745490079,9
23,6963068294,7
23,2353528699,1
23,8115839991,8
23,1276789574,10
23,4703711823,7
23,5695214006,10
23,6028998031,5
23,1051100714,10
23,6712592086,4
23,4450635406,8
23,2855996183,9
23,3240561182,10
23,1295582878,8
23,7597631587,10
23,5084952382,2
23,6087207096,2
23,1869120776,6
23,7944665188,2
23,4801486947,8
23,9921034424,4
23,9349995731,7
23,9219197352,7
23,1052441898,3
23,2395164864,8
24,3575901444,8
24,6159711538,9
24,1509204271,7
24,2821390373,5
24,3496547266,6
24,8004217064,6
24,4831076396,6
24,2930570769,7
24,2416002784,3
24,4841365080,2
24,6140487021,2
24,8258954904,1
24,2144086768,7
24,1461488449,5
24,3979120844,5
24,8149207795,9
24,3123545403,4
24,5859884463,5
24,8509431516,7
24,5161262963,2
24,2089518882,4
24,9714201489,4
24,7711352790,9
24,4657898090,1
24,6586184133,8
24,6524100466,4
24,5851396220,2
24,2571462174,8
24,1552165088,4
24,1331277129,5
24,7489296916,9
24,7257833032,9
24,7856647276,2
24,6681754439,4
24,5755096471,5
24,4426671709,2
24,6385305633,8
24,2021291795,4
24,7891992180,7
24,7903844331,1
24,9073648119,1
24,4587103348,1
24,8788216880,4
25,3391841630,7
25,7035351819,2
25,2141398946,1
25,4273014670,3
25,1868152351,8
25,6251246618,1
25,3340672202,2
25,6727334817,4
25,2843641921,8
25,4707274196,9
25,6703005159,3
25,9583625903,10
25,2907811255,9
25,4207335795,1
25,7835329352,1
25,5721743209,6
25,6481352409,1
25,8955366742,5
25,1109648344,9
25,3976150912,4
25,5496636152,9
25,8392557318,5
25,8420768349,8
25,4610986734,10
25,1620834973,9
25,3184796966,5
25,6455622661,7
25,4798433811,3
25,5715708714,1
25,4011628082,8
25,9897843876,10
25,3425422716,1
25,5164554006,10
25,8841842918,7
25,1132070032,5
25,2092074224,2
25,9048431076,10
25,4227910740,3
25,9250448124,7
25,8381961645,1
25,5137786835,1
25,4354552608,5
25,1587277433,3
25,4072075338,8
25,7738482643,2
25,1940693666,9
25,1278400111,9
25,5095171521,2
25,1535510225,3
25,3506692279,2
25,4414097460,6
25,9136639306,8
25,7638092342,8
25,2707598045,7
25,4545320106,6
25,8516693075,4
25,7944654653,4
25,2841053377,5
25,8564482386,4
25,2983587940,7
25,2381503882,8
25,6207078140,6
25,9811654100,3
26,4165197445,9
26,6478749440,6
26,4480150358,6
26,3670176614,10
26,4283768169,4
26,8267834618,2
26,3437481234,4
26,8896027124,6
26,5292685932,1
26,1702134478,8
26,5038307629,4
26,4919330172,9
26,7105945747,9
26,6710584297,10
26,9223272680,2
26,1836282039,4
26,2041745753,4
26,4876547429,4
26,9398900579,10
26,1821944896,9
26,7491783241,3
26,2560721836,9
26,4242999846,5
26,5615640742,2
26,8514483716,6
26,7277802975,7
26,9500829346,7
26,8164887577,6
26,3593666746,1
26,8684359703,6
26,1048499087,2
26,3428927091,7
26,6616614698,2
26,7403515785,8
26,1698294892,8
26,3774598642,1
26,1827168913,5
26,6269206497,9
26,7136432525,4
26,2974708902,7
26,2695244297,2
26,1650858735,4
26,3337226830,10
26,3799962774,10
26,6846274999,9
26,9892709394,3
26,1001818588,8
26,1690316561,4
26,8981854626,7
26,2825117251,8
26,1100416088,1
26,1415608837,6
26,8418491596,6
26,6354842833,6
26,8503468194,4
26,1281243014,7
26,2782989468,6
26,1465464653,4
26,8189017611,4
26,5575237899,4
26,9953858806,5
26,9568746840,7
26,4752215814,3
26,8240886674,9
26,2283071320,2
26,1322198861,5
27,7362963439,4
27,5910784540,5
27,7695927347,1
27,1229857755,1
27,2720504092,4
27,2602073354,1
27,9401155638,10
27,2750979995,1
27,1999606173,2
27,7673857594,10
27,3073981836,6
27,5745852378,2
27,9851179251,4
27,7281564048,7
27,8589316067,2
27,6894251109,4
27,4075554806,5
27,4489265423,10
27,8568520763,9
27,6879029010,3
27,5867439506,2
27,4609235933,9
27,9277459607,2
27,1857095906,9
27,1924374997,4
27,9868238551,4
27,3659529764,7
27,2919623834,5
27,8503468194,1
27,7513949402,9
27,6972751431,5
27,8931992631,9
27,6812451862,9
27,6771969216,9
27,7126304272,1
27,5635095805,3
27,4105059207,10
27,8658761596,1
27,9795725526,10
27,5341124622,3
27,5122348257,7
27,3964304706,10
27,7006394534,5
27,6065641878,7
27,1527015158,3
27,1563861616,2
27,1115001000,5
27,7805535633,2
27,2325696197,5
27,1374072700,9
27,2937122229,5
27,2127040745,2
27,3553504785,5
27,1161187500,4
27,9297984515,4
27,6637746257,9
27,3949336567,1
27,1425120491,6
27,7775643683,7
27,7006415371,8
27,2026963693,8
28,5915420080,7
28,8008817748,2
28,6969156498,8
28,8712945514,3
28,3838362251,7
28,7203707432,10
28,4340593762,1
28,6680314324,9
28,2670238861,7
28,8584925855,4
28,9088271051,9
28,2640819583,4
28,6430020222,8
28,8761000969,6
28,1916641502,8
28,7932183326,1
28,4396156414,7
28,4579118046,7
28,3128711095,7
28,5834734513,4
28,4730100579,6
28,7536431269,8
28,1101353832,7
28,8503468194,2
28,6076614088,8
28,1065770618,8
28,8169134062,5
28,3326049250,3
28,3851692217,5
28,1690052748,2
28,1840228349,2
28,5015435157,4
28,5301139722,1
28,8981854626,6
28,7583447486,10
28,2747655703,3
28,6332887207,10
29,7740341488,5
29,5333162193,9
29,3529683166,6
29,9345560171,3
29,7381844896,8
29,9556125889,5
29,8173645744,3
29,4125970859,7
29,1891026875,8
29,1300817532,10
29,3995088096,2
29,6911689386,10
29,5174705680,1
29,4939968404,1
29,9258634450,10
29,3764988752,9
29,8093133112,6
29,1599015034,6
29,1919840285,8
29,9921034424,10
29,6502925208,1
29,5870547870,2
29,4854283843,4
29,3078575853,10
29,4381135041,3
29,7677322340,9
29,1500165832,1
29,7982874916,6
29,6812451862,5
29,4390399561,9
29,2375341641,1
29,3254536050,8
29,3944899938,4
29,4524545563,6
29,3983007228,9
29,4064051964,6
29,5597629326,8
29,8803276560,1
29,1815512004,3
29,3669825901,10
29,3072949214,3
29,2838765635,1
29,1665498930,5
29,7099627341,2
29,2944693922,8
29,6876994712,2
29,5828426876,8
29,5733210238,10
30,9286869117,5
30,8483797795,2
30,6055400225,7
30,6400791291,5
30,3121756845,8
30,8038710025,4
30,2103151816,6
30,3101725685,8
30,2675976840,2
30,8649800801,8
30,6602752787,6
30,4748132393,4
30,9085443502,4
30,3340212076,2
30,9689442500,8
30,8102548446,7
30,7270437658,3
30,7500747037,10
30,2767354184,8
30,5134841873,9
30,6095182831,1
30,3257368907,8
30,9458794497,4
30,2571078130,6
30,3906614954,1
30,7991649197,4
30,4785033539,2
30,6124113516,9
30,6641248833,8
30,5851127240,6
30,5371922942,5
30,1958385275,7
30,9685042890,3
31,9390995400,9
31,5164554006,2
31,9186370180,10
31,1207909818,5
31,6087207096,9
31,7046370034,6
31,9881134938,3
31,6395345037,10
31,8644976715,9
31,2857598302,8
31,6136782037,4
31,8625434365,3
31,4917149172,2
31,9669936806,8
31,1794714768,10
31,3997245698,4
31,4237283400,1
31,7963819843,2
31,8280579793,4
31,4194743852,2
31,2736081388,3
31,4383362800,4
31,8770226784,1
31,2786287776,2
31,9548350030,5
31,8996595984,7
31,9890101852,7
31,5660372129,10
31,8806179226,2
31,9867012450,9
31,4435247965,3
31,4465376873,6
31,6695998108,10
31,5911086533,2
31,7709166364,3
31,3618552646,3
31,9572544920,9
31,7648134301,9
31,8787177082,9
31,5578527156,6
31,4445231804,2
31,2001778694,5
31,8574130178,7
31,1426818244,8
31,6880577523,6
31,6800097439,6
31,1054085629,2
31,6959741954,4
31,6116560762,9
31,5006821867,2
31,6647699282,2
31,7884901968,4
31,4630142932,8
31,9197893495,7
31,4319093936,9
31,5599004788,4
31,3784317328,8
31,9500829346,4
31,1182953799,9
31,6027483572,4
31,4234802200,9
31,4346251827,3
31,1925280484,9
31,3797848268,4
31,9338093546,4
31,2033140855,6
31,3869091831,1
31,1192772123,3
31,2627234436,8
31,4871262019,9
31,3725599597,4
31,2193652009,3
32,4914072948,6
32,6414292275,10
32,1741243282,3
32,6987767807,1
32,2094648665,1
32,9530503490,5
32,9645162352,5
32,2316218770,5
32,9904382277,5
32,2481598558,5
32,3368701349,8
32,7841789022,1
32,9160971431,4
32,3390673329,8
32,9998832395,9
32,1248183734,1
32,6238711365,2
32,7417025059,5
32,6334816983,3
32,8793605166,8
32,3883638150,2
32,4823191051,4
32,2035662976,4
32,1348210905,7
32,3092093876,3
32,7626675563,9
32,9703872319,2
32,4205908568,3
32,1012086126,5
32,7435319656,4
32,6861238546,5
32,7046271535,10
32,2485888898,9
32,5624510581,4
32,7129312973,4
32,6498132318,4
32,3326049250,9
32,2449219716,6
32,3104588738,4
32,6354853315,10
32,8813019018,8
32,1190615791,10
32,1111362679,4
32,1385419584,4
32,4810987669,5
32,1003585311,8
32,4110281089,3
32,3579075740,2
32,4588308394,10
32,2038350889,1
32,4718651281,3
32,8358262826,2
32,6764960149,2
32,1770896715,5
32,6681754439,9
32,5356528653,8
32,3343108829,7
32,7362963439,1
32,2157935136,4
32,8467119700,4
32,9326744018,1
32,9012642711,3
32,5305331188,10
32,9906544252,7
32,8306122232,5
32,1322002191,6
32,3840747915,9
32,8952319100,5
32,9173018763,7
32,5905069117,4
32,7343923594,9
32,6124449528,7
32,9365429353,8
32,1758619020,7
32,3017465535,9
32,6115858906,7
32,5901617158,6
33,2367392887,3
33,6681754439,9
33,8320679961,2
33,1802204634,1
33,9770431274,1
33,5721498320,1
33,5268585498,10
33,3231128801,4
33,4758780789,10
33,9472882195,5
33,9169178280,7
33,5543142719,1
33,2717042720,7
33,4549445418,8
33,3785744265,7
33,6417008534,8
33,8868357852,3
33,4532813510,9
33,1818001757,5
33,7956856372,1
33,6712592086,7
33,3458651893,4
33,5347529271,1
33,9458794497,10
33,8625272987,3
33,1091613618,8
33,5296269068,1
33,2405950207,2
33,8789575074,3
33,7338010470,2
33,1872484432,3
33,3056604968,10
33,9097264146,1
33,5403651587,1
33,3131434642,5
33,7672018824,1
33,6435785144,9
33,9383606907,8
33,8128854507,7
33,7751004315,5
33,3934585460,2
33,1766351820,10
33,7040808963,4
33,4627900863,9
33,3581958689,6
33,6481352409,2
33,6797299053,1
33,2092074224,10
33,3814526671,5
